name,phone,money,rating,reviewCount,detail_url,business_website,popular_dishes,address,claimed,type,business_highlights,business_owner,about_business
Kaiju Eats Ramen and Izakaya,(628) 399-7371,$$,4,925,https://www.yelp.com/biz/kaiju-eats-ramen-and-izakaya-san-francisco-3?osq=Restaurants,kaijueatsramenizakaya.com,"Spicy Miso Ramen, Karaage Ramen, Pork Belly Skewers, Kaiju Kobe Ramen, Karage, Miso Tofu Spicy Ramen, Katsu Curry Ramen, Takoyaki, Garlic Edamame, Triple Monsters Roll, Coconut Shoyu Ramen, Gyozilla, Pork Cheek Skewers, California Roll, Lamb Skewers, Seaweed Salad, Tataki, Salmon Sashimi","3409 Geary Blvd San Francisco, CA 94118",Claimed,"Sushi Bars, Ramen, Izakaya","Takes Reservations,Offers Delivery,Offers Takeout,Soy-Free Options",Bob C.,"speciality:
Breaking news, Kaiju Eats is back to business! Normal businesses hours will resume on Friday, August 4th. Can’t wait to see you! See you soon!

historyText:
New management and change of ownership since August 1.

businessOwnerBio:
best of the best"
Mr. Hen Noodles House,(415) 982-9598,,4,44,https://www.yelp.com/biz/mr-hen-noodles-house-san-francisco?osq=Restaurants,mrhennoodlehouse.com,"Crispy Pork Belly, Street Noodles, Mr.hen Noodle, Hinaness Chicken Rice, Spicy Basil Chow Mein, Kao Soi, Wonton Soup, Dry Noodle Grilled, Garlic Noodle","4039 18th St San Francisco, CA 94114",Claimed,"Chicken Shop, Noodles, Soup","Offers Delivery,Offers Takeout,Offers Catering,Street Parking",,"speciality:
All about chicken/noodles house/ must try!

historyText:
None

businessOwnerBio:
None"
Base Camp,(415) 654-5349,$$,4.6,266,https://www.yelp.com/biz/base-camp-san-francisco?osq=Restaurants,basecampsf.com,"Cashew Curry, Kale Chaat Plate, Butter Chicken, 4 Piece Pork Momo, Onion Fritters, Spicy Cauliflower Plate, Pork Belly Bhutuwa, Chicken Chow Mein, Lamb Skewers, 4 Piece Chicken Momo, Goat Curry, Organic Tofu Chow Mein, 4 Piece Vegetable Momo, Pork Chow Mein, Paneer Ra Matar, Shrimp Chow Mein, Chicken Biryani, Mushroom Chili, Fish Curry, Watermelon Feta Salad","2400 Folsom St San Francisco, CA 94110",Claimed,Himalayan/Nepalese,"Takes Reservations,Offers Delivery,Offers Takeout",,"speciality:


historyText:


businessOwnerBio:
"
Friends Only,,$$$$,4.9,18,https://www.yelp.com/biz/friends-only-san-francisco?osq=Restaurants,,"Chawanmushi, Black Throat Sea Perch, Fried Tilefish","1501 California St San Francisco, CA 94109",,Sushi Bars,Intimate,,"speciality:


historyText:


businessOwnerBio:
"
Mangrove Kitchen,(415) 552-6881,$$,4,386,https://www.yelp.com/biz/mangrove-kitchen-san-francisco?osq=Restaurants,mangrovethaikitchen.com,"Pork Belly, Pad See Ew, Yellow Curry, Tom Yum Soup, Pad Thai, Moo Ramen, Red Curry, Spring Rolls, Green Curry, Mango Sticky Rice, Crispy Crab Wontons, Panang Curry, Curry Ramen, Mango Curry, Nuea Ramen, Tom Kha Soup, Chicken Satay, Pumpkin Curry, Spicy Pan Fried Noodles, Jay Ramen","312 Divisadero St San Francisco, CA 94117",Claimed,"Thai, Ramen","Takes Reservations,Offers Delivery,Offers Takeout,Vegan Options",,"speciality:
Mangrove Thai Kitchen offers delicious dining, takeout and delivery to San Francisco, CA.

Mangrove Thai Kitchen is a cornerstone in the San Francisco community and has been recognized for its outstanding Thai cuisine, excellent service and friendly staff.

Our Thai restaurant is known for its modern interpretation of classic dishes and its insistence on only using high quality fresh ingredients.

historyText:
None

businessOwnerBio:
None"
Hu Tong Jian Bing,(415) 529-2015,,4.1,37,https://www.yelp.com/biz/hu-tong-jian-bing-san-francisco?osq=Restaurants,hutongjianbing.wixsite.com/hom…,"Roasted Duck, Duck Jianbing, Mango Sago, Beef Stew Jianbing, Braised Pork, Lamb Jian Bing, Pork Jian Bing, Original Jian Bing, Cumin Lamb","2291 3rd St San Francisco, CA 94107",,Pop-Up Restaurants,Offers Delivery,,"speciality:


historyText:


businessOwnerBio:
"
Nara Restaurant &amp; Sake Bar,(415) 417-0518,$$,4.6,1992,https://www.yelp.com/biz/nara-restaurant-and-sake-bar-san-francisco?osq=Restaurants,naraonhaight.com,"Hamachi Truffle, Special K Roll, Blazing Glory Roll, Big Boss Roll, Sashimi Omakase, Sake Bomb Roll, Nigiri Omakase, Spicy Tuna Roll, Jessica Alba Roll, Oink Belly, Nigiri Tasting, Miyagi Oysters, Pork Belly, Loco Spiderman Roll, Chicken Karaage, Spicy Salmon, Agedashi Tofu, Hamachi Kama, Piece Omakase, Piece Nigiri","518 Haight St San Francisco, CA 94117",Claimed,"Japanese, Sushi Bars","Takes Reservations,Offers Delivery,Offers Takeout,Vegan Options",,"speciality:
First of all, Nara offers Happy hours between 5-7pm, During Happy hours, fresh miyagi oysters $2.50EA , spicy tuna, spicy salmon handroll $5 EA, $11 Mr. Taco ball!
$2 off draft beer (Sappro, Asahi), and $2 off Hot Sake, Happy hours is great time for sake bomb.   

historyText:
None

businessOwnerBio:
None"
Lark,(415) 400-4623,$$,4,339,https://www.yelp.com/biz/lark-san-francisco-2?osq=Restaurants,larksf.com,"Opera Cake, Lamb Skewers, Kurdish Meatballs, Roasted Eggplant, Angus Sliders, Baked Salmon, Gnocchi-filled Butternut Squash, Sauted Feta Calamari","4068 18th St San Francisco, CA 94114",Claimed,"Mediterranean, Greek, Cocktail Bars","Takes Reservations,Offers Takeout,Walk-ins Welcome",,"speciality:
Lark offers excellent Mediterranean / Greek food and an exquisite cocktail menu in a cozy space with great ambiance

historyText:
None

businessOwnerBio:
None"
Anchor Oyster Bar,(415) 431-3990,$$,4.5,1668,https://www.yelp.com/biz/anchor-oyster-bar-san-francisco?osq=Restaurants,anchoroysterbar.com,"Clam Chowder, Crab Cakes, Steamed Clams, Anchor Special, Caesar Salad, Dungeness Crab, Crab Burger, Crab Meat Salad, Louis Crab Salad, Oysters on the Half Shell, Oyster Crackers, Steamed Shellfish, Chilled Prawns, Open Face Crab Sandwich, Sea Bass, Crab Legs, Seafood Salad","579 Castro St San Francisco, CA 94114",Claimed,Seafood,"Offers Delivery,Offers Takeout,Many Vegetarian Options",,"speciality:
We are a small locally owned seafood restaurant and fish market in the Castro. Owned and operated by the same owner since 1977, San Francisco's one-and-only Anchor Oyster Bar has been serving fresh sustainably caught fish, shellfish, crab, and delicious simply prepared seafood dishes for over 30 years.

Anchor serves the Bay Area's favorite clam chowder (San Francisco Chronicle) and the best oysters on the West coast (Coastal Living Magazine). Check us out on the third season of Check Please Bay Area!

historyText:
The storefront sits at the sleepy end of Castro Street. Roseann Grimm opened it in 1977 when the neighborhood was just finding its identity -- transitioning from Irish working-class holdout to gay mecca -- but she never catered to any one crowd. Grimm came from a long line of Italian fishermen, an oyster bar seemed like a natural choice.

""My grandparents ran an oyster house in North Beach, across from Enrico's, and I have pictures of all my uncles in front of our house on Fair Oaks with an ocean's worth of sea bass strung up,"" Grimm says.

Anchor's no-fuss interior -- a lunch counter and a handful of tables decorated with fishing photos of Grimm's Uncle Al -- echoes the food. While it's augmented by more adventurous daily specials, the menu has as its core straightforward piles of fresh crab, prawns, and shrimp served cocktail-style or on salads, and a thick, creamy, not too fishy New England clam chowder that has yet to meet its match anywhere in town.

businessOwnerBio:
None"
Besharam,(415) 580-7662,$$$,3.8,453,https://www.yelp.com/biz/besharam-san-francisco?osq=Restaurants,besharamrestaurant.com,"Drunken Pani Puri, Maska Paneer, Dahi Wada, Pav Bhaji, Ringan No Oro, Sev Puri, Malai Kofta, Who Killed the Lamb, Fish Moilee, Kachori Dumplings, Saag Paneer, Mango Salad, Khichu, Khaman, Chole, Koftas, Andhra Fish Stew, Chili Garlic, Kanji Wada, Dabeli Paratha","1275 Minnesota St San Francisco, CA 94107",Claimed,"Indian, Vegetarian","Takes Reservations,Vegan Options,Many Vegetarian Options",Heena P.,"speciality:
We are a Chef-driven restaurant. This phrase is used often, so what do we mean when we use that here at Besharam? The food curated by Chef Heena is a reflection and homage to her journey and struggles that brought her here. Often when food from other cultures has a ""twist"" on it, it is referred to as ""fusion."" We openly reject that description and do not identify as a fusion restaurant. Rather than dilute our food for certain palates, each dish reflects a story, an experience, a place (or several) from Mumbai, to the UK, to the Bay Area. It is her mother's kitchen and Mumbai streets. It is California produce and the foods she invented for her children's immigrant lives. It is techniques she has acquired with spices that she brings with her. As the Chef says ""I'm not your mom, so don't expect me to cook like her.""

historyText:
Heena joined Bay Area incubator kitchen La Cocina, in 2014, with a vision for a mobile food business. After a transformative dinner at State Bird Provisions, she altered her vision permanently. She realized there were chefs who cooked what they wanted, and ungoverned by simple provenance, they treated ingredients with care. ""I want to cook food like that,"" she thought, and at the 2016 La Cocina conference, in a panel of her peers, she declared that intent; to open a fine dining restaurant that shared her journey, her food, her point of view. In July 2019, Chef Heena and Paresh re-launched Besharam, after taking on full-ownership of the restaurant. Chef Heena has reclaimed her restaurant after a year of partnership and personifying the meaning of Besharam with a new attitude, dishes, and cocktails to show the community her creativity and technical culinary expertise. Grounded in traditional Gujarati food, the dishes on her new menu are meant to embody culture and hospitality.

businessOwnerBio:
Chef Heena started cooking professionally late in life. She was always told her goals were too besharam, an Urdu word for shameless that is often used in South Asian culture as an insult, a label for a woman who dares to do things not considered &#34;respectful&#34; or &#34;appropriate.&#34; While Heena cultivated her distinct style over five years at La Cocina, a culinary incubator in San Francisco which provides resources to entrepreneurs with an emphasis on working class women and immigrant communities, her food narrates her diaspora and experiences living around the world. At La Cocina, Heena&#39;s soulful dishes, unmistakably hers, won the hearts of Bay Area chefs and luminaries such as Traci Des Jardins of Jardiniere, and Stuart Brioza &amp; Nicole Krasinski of State Bird Provisions and The Progress, through collaborative pop-ups. As Heena says, &#34;I want to always be asking, are you Besharam enough? Where have you been holding back, and what more could you be doing?&#34;"
MaMo,(628) 267-2640,$$,4.5,219,https://www.yelp.com/biz/mamo-san-francisco?osq=Restaurants,mamosf.com,"Patacones, Tequenos, Arroz Con Pollo, Charred Hen of the Woods, Avocado Burrata, Mixed Green Salad","3659 Buchanan St San Francisco, CA 94123",Claimed,"Latin American, American (New), Beer, Wine & Spirits","Takes Reservations,Offers Delivery,Offers Takeout,Vegan Options",Michael - Milena A.,"speciality:
We invite you to discover the only restaurant that  features Californian cuisine with a Colombian & Venezuelan flair.  MAMO's concept is the fusion of the exotic tropical flavors of South America, with the sophisticated taste of California. 

Now Open Fridays for Latin Party 10PM - Close!

historyText:
MaMo is the only restaurant in San Francisco, featuring Californian cuisine with a Colombian & Venezuelan flair.  MAMO's concept is the fusion of the exotic tropical flavors of South America, with the sophisticated taste of California.
 
Inspired by the concept of diversity, our promise to our guests is to provide a cozy, yet chic environment, where they can experience the combination of cultures that the San Francisco Bay Area offers.
 
MaMo, was born when owners M & M decided to share a bit of their own culture with San Francisco and bring the flavors of Colombia & Venezuelan cuisine to the Marina District scene; using, and offering some of our best Californian products and combining them with local Beers & a Great Wine Selection! 
​

businessOwnerBio:
Michael and Milena are the owners of MaMo. Milena is from Caracas Venezuela and Michael from Bogota Colombia. More than a decade after moving to California and searching constantly for a place that will offer a culinary taste of their homeland, they decided to open MaMo to share some of their culture with the San Francisco scene."
Taishoken San Francisco,(415) 371-9926,$$,4.5,267,https://www.yelp.com/biz/taishoken-san-francisco-san-francisco?osq=Restaurants,taishokenusa.com,"Ramen, Spicy Ramen, Karaage, Takoyaki, Sand Storm Calamari, V) Yuzu Shio Ramen, Deep Fried Pork Gyoza","665 Valencia St San Francisco, CA 94110",Claimed,"Ramen, Noodles, Soup","Takes Reservations,Offers Delivery,Offers Takeout",Yoshi S.,"speciality:
Founded in 1951, Taishoken is the original inventor of Tsukemen (Dipping noodles).
 Come visit our 2nd shop in the heart of the mission district for an authentic Tsukemen and Ramen experience.

historyText:
We established in San Mateo, CA, in 2019. This store is our second location.

businessOwnerBio:
President Yoshihiro Sakaguchi, the grandson of founder Masayasu Sakaguchi and relative of Kazuo Yamagishi, brought Tsukemen (Dipping noodles) to San Mateo as the first store in the US. It is in the middle of our dream to open a store in San Francisco."
Saucy Asian,(415) 834-5555,$$,4.3,434,https://www.yelp.com/biz/saucy-asian-san-francisco-2?osq=Restaurants,saucyasian.com,"Cali Burrito, Bibimbap, Zippee, Kimchi Burrito, Burrito Bowl, Tonkatsu Bowl, Kimchi Quesadilla","3801 17th St San Francisco, CA 94114",Claimed,"Korean, Asian Fusion, Pan Asian","Offers Delivery,Offers Takeout",,"speciality:


historyText:


businessOwnerBio:
"
opa cafe,(415) 913-7745,$$,4.6,524,https://www.yelp.com/biz/opa-cafe-san-francisco?osq=Restaurants,opasf.com,"Chicken Shawarma, Rotisserie Chicken, Roast Chicken Plate, Shawarma Wrap, Chicken Kebab Plate, Falafel Wrap, Lamb Shawarma, Fried Chicken Sandwich, Opa Salad, Cobb Salad, Breakfast Burrito, Kefta Kabob Plate","2401 Post St San Francisco, CA 94115",Claimed,"Mediterranean, Sandwiches, Salad","Offers Delivery,Offers Takeout,Vegan Options",Jiries W.,"speciality:
We are from Jerusalem and we do fresh Mediterranean food in San Francisco 

historyText:
With new owners assuming control August, 2016, Opa will focus more on our popular dine-in or take-out food and catering for local area businesses.
We have the same delicious menu and expect a few tweaks in the coming months.
Stop by and say hello, grab a cup of coffee, order lunch, dinner - either for eating here or to go.
If you are having a gathering or meeting, consider ordering some of our popular catering dishes.  Check out the menu on our website.

businessOwnerBio:
I am the owner and the chef for handy deli and opa cafe I came from middle east back round cooking food and I am trying to share my experience with you"
Freekeh,(415) 553-8966,$$,4.7,145,https://www.yelp.com/biz/freekeh-san-francisco?osq=Restaurants,freekehsf.com,"Mediterranean, Muhammara, Shish Tawook, Kufta, Pita Chips, Jibneh Halloumi, Jibneh Nabulsi, Baba Ghanouj, Beef & Lamb Shawarma Shrak, Chicken Shawarma, Kofta Shish Kabobs, Kanafeh, Beef Shawarma Plate, Mansaf Shrak Roller, Jawaneh, Kanafe, Zahara Bil Tahini, Chicken Skewers, Mocktail, Labneh","3126 16th St San Francisco, CA 94103",Claimed,"Mediterranean, Middle Eastern","Takes Reservations,Offers Delivery,Offers Takeout",,"speciality:


historyText:


businessOwnerBio:
"
Surisan,(415) 771-8449,$$,4.3,3401,https://www.yelp.com/biz/surisan-san-francisco?osq=Restaurants,Fisherman's Wharf,"French Toast, Korean Fried Chicken, Eggs Benedict, Kimchi Fried Rice, Pimped up Ramyun, Loco Moco, Bulgogi Bap, Blackstone Benedict, Galbi Jjim Benedict, Spicy Pork Bap, Million Dollar Bacon, Pork Belly, Country Benedict, Dolsot Bibimbap, Poached Egg, Belly Bap, Chicken Wings, Kfc Benedict, Boosted Jook, Smoked Salmon Benedict","505 Beach St San Francisco, CA 94133",Claimed,"Korean, American (New), Breakfast & Brunch","Takes Reservations,Offers Delivery,Offers Takeout",James C.,"speciality:
Absolute best breakfast and lunch in fisherman's wharf area. Contemporary Korean Cuisine nightly.
Signature Millionaire’s bacon family, Korean fried chicken, and bbq set, emperor galbi jiim for dinner.

historyText:
December 27th, 2016

businessOwnerBio:
many years of general manager experience. always put himself in customers side."
Zazie,(415) 564-5332,$$,4.2,5145,https://www.yelp.com/biz/zazie-san-francisco?osq=Restaurants,zaziesf.com,"French Toast, Eggs Benedict, Poached Eggs, Scrambled Eggs, Caramelized Bananas, French Onion Soup, Crab Benedict, Pork Chop, Croque Madame, La Mer Benedict, Eggs Florentine, Classic French Bistro Energy, Two Eggs, Roasted Garlic Cloves, Croque Monsieur","941 Cole St San Francisco, CA 94117",Claimed,"Breakfast & Brunch, French, Wine Bars","Offers Takeout,Vegan Options",,"speciality:
French Bistro in Cole Valley

historyText:
Catherine Opoix opened Zazie as one of the first restaurants in what was to become the bustling restaurant scene of sleepy Cole Valley in 1992.  Jennifer Piallat became general manager in 2000, then purchased the restaurant in 2005, bringing long time server Mario Rojas up to general manager.  Since becoming the first non-union restaurant in SF to offer full benefits and a retirement plan, Zazie now retains an amazing staff who are knowledgable and eager to please.

businessOwnerBio:
None"
Breadbelly,(415) 349-0969,$$,4.5,515,https://www.yelp.com/biz/breadbelly-san-francisco?osq=Restaurants,breadbellysf.com,"Kaya Toast, Breakfast Sandwich, Kaya Bun, Sesame Horchata, Char Siu Sandwich, Egg Salad Sandwich, Gyeranbbang, Everything Bun, Anko Sticky Bun, Curry Bun, Chicken Karaage, Char Siu Sando, Shrimp Sandwich, Cowgirl 's Mt Tam, Chili, Everything Bagel the Favorite, Coconut Pandan, Bellydog, Black Sesame Twice Baked Croissant, Ham and Cheese Ensaymada","1408 Clement St San Francisco, CA 94118",Claimed,"Bakeries, Cafes, Breakfast & Brunch",Offers Takeout,,"speciality:
Asian-American baked goods. Breakfast and lunch fare. Coffee, tea, and specialty drinks. Beer and wine.

historyText:
None

businessOwnerBio:
None"
Chaska Restaurant,(415) 358-1323,$$,4.7,82,https://www.yelp.com/biz/chaska-restaurant-san-francisco?osq=Restaurants,,"Chicken Tikka Masala, Lamb Curry, Chicken Biryani, Palak Paneer, Chicken Leg Tandoori, Basmati Rice, Lamb Biryani, Chicken Karahi, Lamb Karahi, Gulab Jamun, Goat Curry, Veggie Biryani, Veggie Pakora Fritters, Chicken Palak, Bengan Bartha, Chicken Achar, Chicken Coconut Curry, Daal Soup, Fish Tikka Masala","5120 Geary Blvd San Francisco, CA 94118",Claimed,"Indian, Pakistani, Halal","Takes Reservations,Offers Delivery,Offers Takeout",Danny D.,"speciality:
From classics like cheese and garlic Naan, Chicken Tikka Masala, and Kuna (Lamb Shank), Tandoori Lamb Seekh Kabab, Chicken Tikka Boti to favorites like veggie dishes options, the result is layers of bold flavor with every bite. Whether you join us for a relaxing evening out or a laid-back lunch or a late-night dinner, we look forward to serving you.

historyText:
None

businessOwnerBio:
I have always been in the food industry and love bringing authentic Pakistani/Indian food to San Francisco Bay Area.<br>Chaska Restaurant is the spot for lunch and dinner for San Francisco Richmond, Sunset, and Marina Districts to enjoy Halal Fresh Lunch and casual Dinner with a wide range of menu dishes loaded with exotic’s south Asian spices and flavorful. &nbsp;"
Perilla,(415) 564-9980,$$,4,1565,https://www.yelp.com/biz/perilla-san-francisco-2?osq=Restaurants,irvingperilla.com,"Garlic Noodles, Imperial Rolls, Five Spice Chicken, Curry Chicken Vermicelli Soup, Spring Rolls, Egg Rolls, Chicken Pho, Papaya Salad, Charbroiled Beef, Grilled Pork, Pork Chops, Noodle Soup, Beef Garlic Noodles+spring Rolls, Beef Combo Pho, Chicken Noodle, Vermicelli Noodles, BBQ Pork, Rare Beef Pho, Vegetarian Pho, Summer Rolls","836 Irving St San Francisco, CA 94122",Claimed,Vietnamese,"Offers Delivery,Offers Takeout",Joyce L.,"speciality:
Perilla is bringing flavorful, freshly prepared Vietnamese cuisine to San Francisco in a sleek space you'll enjoy relaxing in. Each of our dishes starts with fresh ingredients and carefully crafted recipes for flavorful, aromatic meals you'll love. Our friendly team will help brighten up your day, and we're also always happy to accommodate any dietary restrictions you may have. With festive decor, vibrant dishes, and a warm atmosphere, you're sure to have a dining experience you'll want to relive again and again.

historyText:
Perilla got started with a passion to share Vietnamese cuisine with our community. It was founded by one of our relatives and grew to be a family business.

businessOwnerBio:
Joyce most loves getting to meet different people. She and her team pride themselves on their friendly and accommodating customer service."
MuuKaTa6395 Thai Charcoal BBQ,(415) 429-4956,,4.7,225,https://www.yelp.com/biz/muukata6395-thai-charcoal-bbq-san-francisco?osq=Restaurants,muukata6395.com,"Thai BBQ, Papaya Salad, Garlic Fried Rice, Pork Belly, Pork Shoulder, Charcoal Grill, Salted Egg Som Tum, Grilled Pork, Tom Yum Fried Rice, BBQ Chicken Liver, Beef Tongue, Grilled Intestines","4217 Geary Blvd San Francisco, CA 94118",Claimed,Thai,"Takes Reservations,Offers Delivery,Offers Takeout,Vegan Options",,"speciality:
Mu kratha (sometimes also spelled mookata), meaning “pan pork,” is a style of Thai cuisine that combines Korean barbecue and Chinese hot pot into a perfect symphony of sweat, spice, and joyous gluttony. You can find mu kratha restaurants all over Thailand, which offer a DIY dinner where you pay a fixed price for a buffet of food that you cook using a special skillet and charcoal grill.

historyText:
None

businessOwnerBio:
None"
LaLe,(415) 566-8814,$$,4.2,622,https://www.yelp.com/biz/lale-san-francisco-2?osq=Restaurants,lalesf.com,"Ricotta Stuffed French Toast, Mumbai Benedict, Lamb Wrap, Lamb Chops, Jerusalem Benedict, Lentil Soup, Mexico City Egg Scrambler, Lamb Shank Stew, Lamb Burger, Chicken Wrap, Potato Cakes, Lamb Flatbread, Mama's Meatball Soup, Falafel Wrap","731 Irving St San Francisco, CA 94122",Claimed,"Breakfast & Brunch, Mediterranean, Tapas/Small Plates","Takes Reservations,Offers Delivery,Offers Takeout",,"speciality:
Mediterranean-Turkish meze bar and home cooked meals, daily brunch!

historyText:
None

businessOwnerBio:
None"
Ragazza,(415) 255-1133,$$,4.1,759,https://www.yelp.com/biz/ragazza-san-francisco?osq=Restaurants,ragazzasf.com,"Amatriciana, Moto, Bianca, Margherita, Wild Nettles, Wild Arugula, Pork Belly, Ricotta Cavatelli, Baked Rigatoni, Fried Arancini","311 Divisadero St San Francisco, CA 94117",Claimed,"Italian, Pizza","Takes Reservations,Offers Takeout,Vegan Options",,"speciality:


historyText:


businessOwnerBio:
"
Four Chairs,(628) 218-5377,$$,4.4,321,https://www.yelp.com/biz/four-chairs-san-francisco?osq=Restaurants,fourchairssf.com,"Chicken and Waffle, Citrus French Toast, Chipotle Benedict, Nova Benny, K-bomb Chicken Sandwich, Truffle Omelet, Crispy Chicken Burger","3282 Mission St San Francisco, CA 94110",Claimed,Breakfast & Brunch,"Takes Reservations,Offers Delivery,Offers Takeout",,"speciality:


historyText:


businessOwnerBio:
"
Hayz Dog,,,4.8,20,https://www.yelp.com/biz/hayz-dog-san-francisco?osq=Restaurants,hayzdogsf.com,,"364 Hayes St San Francisco, CA 94102",Claimed,Hot Dogs,"Vegan Options,Outdoor Seating,Casual, Trendy",,"speciality:


historyText:


businessOwnerBio:
"
Wooden Spoon,(415) 946-3005,$$,4.4,646,https://www.yelp.com/biz/wooden-spoon-san-francisco?osq=Restaurants,woodenspoonsf.com,"French Toast, Soft Scrambled Eggs, Huevos Divorciados, Short Rib, Eggs Benedict, Vegan Chorizo, Market St Benedict, Blue Green Smoothie Bowl, Fried Chicken Sandwich, Swedish Society, Avocado Toast, Crab Soft Scramble, Poached Egg, Smoked Salmon, Breakfast Panini, Arugula Salad, Breakfast Spritz, Tuna Melt Sandwich, Black","2172 Market St San Francisco, CA 94114",Claimed,Breakfast & Brunch,"Offers Takeout,Vegan Options",,"speciality:
Breakfast and Cocktails and Brunch

historyText:
None

businessOwnerBio:
None"
Rise Over Run,(628) 336-4133,,4.2,83,https://www.yelp.com/biz/rise-over-run-san-francisco-2?osq=Restaurants,thelinehotel.com,"Fried Chicken, Pork Belly, Duck Bao, Tuna Tostada, Corn Dogs, Little Gem Wraps, Cheese Spread, Octopus, Hamachi","33 Turk St San Francisco, CA 94102",Claimed,"American (New), Cocktail Bars","Takes Reservations,Accepts Credit Cards,Outdoor Seating",,"speciality:
Gaze out over sweeping views of the San Francisco skyline at Rise Over Run, our lush rooftop bar and solarium. Share a cocktail — by local legend Danny Louie — and small plates with friends around a firepit, or meander the multicultural offerings of Executive Chef Joe Hou inside the greenhouse.

historyText:
None

businessOwnerBio:
None"
La Sarrasine,(415) 417-4915,,4.6,51,https://www.yelp.com/biz/la-sarrasine-san-francisco-2?osq=Restaurants,sarrasine.net,"Parisienne, Florentine, Campagnarde, Poulet, Nicoise Salad, Scandinave","607 Divisadero St San Francisco, CA 94117",,"Creperies, French, Mediterranean",Outdoor Seating,,"speciality:


historyText:


businessOwnerBio:
"
Flores San Francisco,(415) 796-2926,$$,4.1,1000,https://www.yelp.com/biz/flores-san-francisco-san-francisco?osq=Restaurants,floressf.com,"Carne Asada, Fish Tacos, Crab Tostadas, Tostadas De Cangrejo, Tostada De Atun, Tres Leches Cake, Chile Relleno, Chilaquiles, Chips and Guacamole, Carnitas Tacos, Colorado Tacos, Chicken Enchiladas, Enchiladas De Pato, Carnitas Plate, Tacos De Pescado, Huarache, Braised Beef, Flores Ranchero, Chicken Mole, Duck Enchiladas","2030 Union St San Francisco, CA 94123",Claimed,"Mexican, Cocktail Bars, Breakfast & Brunch","Takes Reservations,Offers Delivery,Offers Takeout,Walk-ins Welcome",,"speciality:


historyText:


businessOwnerBio:
"
Papa’s Kitchen,(415) 742-4040,,4.4,61,https://www.yelp.com/biz/papas-kitchen-san-francisco?osq=Restaurants,,"House Wonton Soup, Vietnamese Style Fried Egg Roll, Mongolian Beef, Vegetable Spring Roll, Dry Fried Garlic Spareribs, General Tsao Chicken, Chow Mein, Seafood Combo Pan Fried Noodles, Chow Fun, Dry Cooked Meiji Prawn with Shell, Pho Dac Biet Combo, Soft Mapo Tofu, Creamy Honey Prawns with Sesame, Stewed Beef Tenderloin Pot, Golden Prawn Garlic Noodle","1705 Haight St San Francisco, CA 94117",,"Chinese, Noodles, Soup","Offers Delivery,Offers Takeout,Limited Vegetarian Options",,"speciality:


historyText:


businessOwnerBio:
"
San Tung,(415) 242-0828,$$,4.1,8058,https://www.yelp.com/biz/san-tung-san-francisco-2?osq=Restaurants,santungsf.com,"Dry Fried Chicken, Shrimp And Leek Dumplings, Black Bean Sauce Noodles, Original Dry Fried Chicken, Potstickers, Pork Dumplings, Seafood, Mongolian Beef, Sizzling Rice Soup, Honey Walnut Prawn, Dry Black Bean Sauce Noodles, Sweet And Sour Pork, Cold Noodles","1031 Irving St San Francisco, CA 94122",Claimed,"Chinese, Chicken Wings, Noodles","Offers Takeout,Pescatarian Options",,"speciality:


historyText:


businessOwnerBio:
"
Dumpling Kitchen,(415) 874-9882,$$,4.3,104,https://www.yelp.com/biz/dumpling-kitchen-san-francisco-5?osq=Restaurants,dumplingkitchenca.com,"The Black Truffle with Beef Fried Rice, Shanghai - Style Steamed Pork Dumplings, Shanghai-style Pan-fried Pork Buns, Shanghai - Style Stir-fried Rice Cake, Steamed BBQ Pork Baos, Walnut Prawns, Chocolate Dumplings, Steamed Shrimp & Pork Shumai, Boiled Fish & Chive Dumplings, Mapo Tofu, Mongolian Beef, Boiled Chicken & Corn Dumplings, Cucumber Salad, Steamed Giant Crab Meat Dumplings, Butter Garlic Edamame, Braised Beef Pancake Roll, Salt and Pepper Chicken Wings","544 Castro St San Francisco, CA 94114",Claimed,"Dim Sum, Noodles","Offers Delivery,Offers Takeout,Vegan Options,Many Vegetarian Options",,"speciality:
Dumpling Kitchen is your neighborhood haven for high-standard, authentic cuisine. Our specialty lies in crafting handmade dumplings, each meticulously prepared using generations-old recipes and the finest locally-sourced ingredients. Our menu, rich with diverse flavors, promises to delight every palate.

We extend a warm invitation to step into our cozy atmosphere that feels just like home. Here, dining transcends the ordinary; it's an experience, a journey of culinary delight, underpinned by our commitment to sustainability. So, visit us at Dumpling Kitchen, where a remarkable neighborhood dining experience awaits you.

historyText:
None

businessOwnerBio:
None"
San Ho Won,(415) 868-4479,$$$$,4.6,459,https://www.yelp.com/biz/san-ho-won-san-francisco-2?osq=Restaurants,sanhowon.com,"Short Rib, Egg Souffle, House Double Cut Galbi, Savory Egg, Beef Neck Fillet, Rice Cakes, Beef Tongue, Kimchi Jjigae Pozole, Griddled Beef Dumplings, Grilled Tteok, Jebi Churi, Galbi Mandu, Vegetable Bibimbap, Steamed Egg, Sanma Pajeon, Korean BBQ, Raw Beef Yukhwe, Spicy Anchovy, Prime Beef Rib Cap, Rib Neck Filet","2170 Bryant St San Francisco, CA 94110",Claimed,"Korean, Barbeque","Takes Reservations,Limited Vegetarian Options",,"speciality:


historyText:


businessOwnerBio:
"
